Parameter_Name,Increment,Range_Min,Range_Max,Value,Type,Default,Units
CBRK_SUPPLY_CHK,N,0,894281,N,Int32,0,N
CBRK_USB_CHK,N,0,197848,N,Int32,197848,N
CBRK_VTOLARMING,N,0,159753,N,Int32,0,N
COM_ACT_FAIL_ACT,V,0,3,"['0', '1', '2', '3', '4']",Int32,0,N
COM_ARMABLE,V,N,N,"['0', '1']",Int32,1,N
COM_ARM_AUTH_ID,N,N,N,N,Int32,10,N
COM_ARM_AUTH_MET,V,N,N,"['0', '1']",Int32,0,N
COM_ARM_AUTH_REQ,V,N,N,"['0', '1']",Int32,0,N
COM_ARM_AUTH_TO,0.1,N,N,N,Float,1.0,s
COM_ARM_BAT_MIN,0.01,-1.0,0.9,N,Float,-1.0,norm
COM_ARM_CHK_ESCS,V,N,N,"['0', '1']",Int32,0,N
COM_ARM_HFLT_CHK,V,N,N,"['0', '1']",Int32,1,N
COM_ARM_IMU_ACC,0.05,0.1,1.0,N,Float,0.7,m/s^2
COM_ARM_IMU_GYR,0.01,0.02,0.3,N,Float,0.25,rad/s
COM_ARM_MAG_ANG,N,3,180,N,Int32,60,deg
COM_ARM_MAG_STR,V,N,N,"['0', '1', '2']",Int32,2,N
COM_ARM_MIS_REQ,V,N,N,"['0', '1']",Int32,0,N
COM_ARM_ODID,V,N,N,"['0', '1', '2']",Int32,0,N
COM_ARM_SDCARD,V,N,N,"['0', '1', '2']",Int32,1,N
COM_ARM_SWISBTN,V,N,N,"['0', '1']",Int32,0,N
COM_ARM_WO_GPS,V,N,N,"['0', '1', '2']",Int32,1,N
COM_CPU_MAX,1.0,-1.0,100.0,N,Float,95.0,%
COM_DISARM_LAND,0.1,N,N,N,Float,2.0,s
COM_DISARM_MAN,V,N,N,"['0', '1']",Int32,1,N
COM_DISARM_PRFLT,0.1,N,N,N,Float,10.0,s
COM_DLL_EXCEPT,B,0,7,"['0', '1', '2']",Int32,0,N
COM_DL_LOSS_T,1,5,300,N,Int32,10,s
COM_FAIL_ACT_T,N,0.0,25.0,N,Float,5.0,s
COM_FLIGHT_UUID,N,0,N,N,Int32,0,N
COM_FLTMODE1,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTMODE2,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTMODE3,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTMODE4,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTMODE5,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTMODE6,V,N,N,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '100', '101', '102', '103', '104', '105', '106', '107']",Int32,-1,N
COM_FLTT_LOW_ACT,V,N,N,"['0', '1', '3']",Int32,3,N
COM_FLT_PROFILE,V,N,N,"['0', '100', '200', '300']",Int32,0,N
COM_FLT_TIME_MAX,N,-1,N,N,Int32,-1,s
COM_FORCE_SAFETY,V,N,N,"['0', '1']",Int32,0,N
COM_HLDL_LOSS_T,N,60,3600,N,Int32,120,s
COM_HLDL_REG_T,N,0,60,N,Int32,0,s
COM_HOME_EN,V,N,N,"['0', '1']",Int32,1,N
COM_HOME_IN_AIR,V,N,N,"['0', '1']",Int32,0,N
COM_IMB_PROP_ACT,V,N,N,"['-1', '0', '1', '2']",Int32,0,N
COM_KILL_DISARM,0.1,0.0,30.0,N,Float,5.0,s
COM_LKDOWN_TKO,N,-1.0,5.0,N,Float,3.0,s
COM_LOW_BAT_ACT,V,N,N,"['0', '2', '3']",Int32,0,N
COM_MODE0_HASH,N,N,N,N,Int32,0,N
COM_MODE1_HASH,N,N,N,N,Int32,0,N
COM_MODE2_HASH,N,N,N,N,Int32,0,N
COM_MODE3_HASH,N,N,N,N,Int32,0,N
COM_MODE4_HASH,N,N,N,N,Int32,0,N
COM_MODE5_HASH,N,N,N,N,Int32,0,N
COM_MODE6_HASH,N,N,N,N,Int32,0,N
COM_MODE7_HASH,N,N,N,N,Int32,0,N
COM_MODE_ARM_CHK,V,N,N,"['0', '1']",Int32,0,N
COM_MOT_TEST_EN,V,N,N,"['0', '1']",Int32,1,N
COM_OBC_LOSS_T,0.01,0.0,60.0,N,Float,5.0,s
COM_OBL_RC_ACT,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
COM_OF_LOSS_T,0.01,0.0,60.0,N,Float,1.0,s
COM_PARACHUTE,V,N,N,"['0', '1']",Int32,0,N
COM_POSCTL_NAVL,V,N,N,"['0', '1']",Int32,0,N
COM_POS_FS_EPH,N,-1.0,400.0,N,Float,5.0,m
COM_POS_LOW_ACT,V,N,N,"['0', '1', '2', '3', '4', '5']",Int32,3,N
COM_POS_LOW_EPH,N,-1.0,1000.0,N,Float,-1.0,m
COM_POWER_COUNT,N,0,4,N,Int32,1,N
COM_PREARM_MODE,V,N,N,"['0', '1', '2']",Int32,0,N
COM_QC_ACT,V,N,N,"['-1', '0', '1', '2']",Int32,0,N
COM_RAM_MAX,1.0,-1.0,100.0,N,Float,95.0,%
COM_RCL_EXCEPT,B,0,7,"['0', '1', '2']",Int32,0,N
COM_RC_ARM_HYST,N,100,1500,N,Int32,1000,ms
COM_RC_IN_MODE,V,0,4,"['0', '1', '2', '3', '4']",Int32,3,N
COM_RC_LOSS_T,0.1,0.0,35.0,N,Float,0.5,s
COM_RC_OVERRIDE,B,0,3,"['0', '1']",Int32,1,N
COM_RC_STICK_OV,0.05,5.0,80.0,N,Float,30.0,%
COM_SPOOLUP_TIME,0.1,0.0,30.0,N,Float,1.0,s
COM_TAKEOFF_ACT,V,N,N,"['0', '1']",Int32,0,N
COM_THROW_EN,V,N,N,"['0', '1']",Int32,0,N
COM_THROW_SPEED,0.1,0.0,N,N,Float,5.0,m/s
COM_VEL_FS_EVH,N,0.0,N,N,Float,1.0,m/s
COM_WIND_MAX,0.1,-1.0,N,N,Float,-1.0,m/s
COM_WIND_MAX_ACT,V,N,N,"['0', '1', '2', '3', '4', '5']",Int32,0,N
COM_WIND_WARN,0.1,-1.0,N,N,Float,-1.0,m/s
NAV_DLL_ACT,V,0,6,"['0', '1', '2', '3', '5', '6']",Int32,0,N
NAV_RCL_ACT,V,1,6,"['1', '2', '3', '5', '6']",Int32,2,N
CYPHAL_BAUD,N,20000,1000000,N,Int32,1000000,bit/s
CYPHAL_ENABLE,V,N,N,"['0', '1']",Int32,1,N
CYPHAL_ID,N,-1,125,N,Int32,1,N
UCAN1_ACTR_PUB,N,-1,6143,N,Int32,-1,N
UCAN1_BMS_BP_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_BMS_BS_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_BMS_ES_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_ESC0_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_ESC_PUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB0_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB1_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB2_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB3_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB4_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB5_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB6_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_FB7_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_GPS0_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_GPS1_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_GPS_PUB,N,-1,6143,N,Int32,-1,N
UCAN1_LG_BMS_SUB,N,-1,6143,N,Int32,-1,N
UCAN1_READ_PUB,N,-1,6143,N,Int32,-1,N
UCAN1_SERVO_PUB,N,-1,6143,N,Int32,-1,N
UCAN1_UORB_GPS,N,-1,6143,N,Int32,-1,N
UCAN1_UORB_GPS_P,N,-1,6143,N,Int32,-1,N
DSHOT_3D_DEAD_H,N,1000,1999,N,Int32,1000,N
DSHOT_3D_DEAD_L,N,0,1000,N,Int32,1000,N
DSHOT_3D_ENABLE,V,N,N,"['0', '1']",Int32,0,N
DSHOT_BIDIR_EN,V,N,N,"['0', '1']",Int32,0,N
DSHOT_MIN,0.01,0.0,1.0,N,Float,0.055,%
DSHOT_TEL_CFG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401']",Int32,0,N
MOT_POLE_COUNT,N,N,N,N,Int32,14,N
EKF2_ABIAS_INIT,N,0.0,0.5,N,Float,0.2,m/s^2
EKF2_ABL_ACCLIM,N,20.0,200.0,N,Float,25.0,m/s^2
EKF2_ABL_GYRLIM,N,2.0,20.0,N,Float,3.0,rad/s
EKF2_ABL_LIM,N,0.0,0.8,N,Float,0.4,m/s^2
EKF2_ABL_TAU,N,0.1,1.0,N,Float,0.5,s
EKF2_ACC_B_NOISE,N,0.0,0.01,N,Float,0.003,m/s^3
EKF2_ACC_NOISE,N,0.01,1.0,N,Float,0.35,m/s^2
EKF2_AGP_CTRL,B,0,3,"['0', '1']",Int32,0,N
EKF2_AGP_DELAY,N,0.0,300.0,N,Float,0.0,ms
EKF2_AGP_GATE,N,1.0,N,N,Float,3.0,SD
EKF2_AGP_NOISE,N,0.01,N,N,Float,0.9,m
EKF2_ANGERR_INIT,N,0.0,0.5,N,Float,0.1,rad
EKF2_ARSP_THR,N,0.0,N,N,Float,0.0,m/s
EKF2_ASPD_MAX,N,5.0,50.0,N,Float,20.0,m/s
EKF2_ASP_DELAY,N,0.0,300.0,N,Float,100.0,ms
EKF2_AVEL_DELAY,N,0.0,300.0,N,Float,5.0,ms
EKF2_BARO_CTRL,V,N,N,"['0', '1']",Int32,1,N
EKF2_BARO_DELAY,N,0.0,300.0,N,Float,0.0,ms
EKF2_BARO_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_BARO_NOISE,N,0.01,15.0,N,Float,3.5,m
EKF2_BCOEF_X,N,0.0,200.0,N,Float,100.0,kg/m^2
EKF2_BCOEF_Y,N,0.0,200.0,N,Float,100.0,kg/m^2
EKF2_BETA_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_BETA_NOISE,N,0.1,1.0,N,Float,0.3,m/s
EKF2_DECL_TYPE,B,0,3,"['0', '1']",Int32,3,N
EKF2_DELAY_MAX,N,0.0,1000.0,N,Float,200.0,ms
EKF2_DRAG_CTRL,V,N,N,"['0', '1']",Int32,0,N
EKF2_DRAG_NOISE,N,0.5,10.0,N,Float,2.5,(m/s^2)^2
EKF2_EAS_NOISE,N,0.5,5.0,N,Float,1.4,m/s
EKF2_EN,V,N,N,"['0', '1']",Int32,1,N
EKF2_EVA_NOISE,N,0.05,N,N,Float,0.1,rad
EKF2_EVP_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_EVP_NOISE,N,0.01,N,N,Float,0.1,m
EKF2_EVV_GATE,N,1.0,N,N,Float,3.0,SD
EKF2_EVV_NOISE,N,0.01,N,N,Float,0.1,m/s
EKF2_EV_CTRL,B,0,15,"['0', '1', '2', '3']",Int32,0,N
EKF2_EV_DELAY,N,0.0,300.0,N,Float,0.0,ms
EKF2_EV_NOISE_MD,V,N,N,"['0', '1']",Int32,0,N
EKF2_EV_POS_X,N,N,N,N,Float,0.0,m
EKF2_EV_POS_Y,N,N,N,N,Float,0.0,m
EKF2_EV_POS_Z,N,N,N,N,Float,0.0,m
EKF2_EV_QMIN,N,0,100,N,Int32,0,N
EKF2_FUSE_BETA,V,N,N,"['0', '1']",Int32,0,N
EKF2_GBIAS_INIT,N,0.0,0.2,N,Float,0.1,rad/s
EKF2_GND_EFF_DZ,N,0.0,10.0,N,Float,4.0,m
EKF2_GND_MAX_HGT,N,0.0,5.0,N,Float,0.5,m
EKF2_GPS_CHECK,B,0,1023,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']",Int32,1023,N
EKF2_GPS_CTRL,B,0,15,"['0', '1', '2', '3']",Int32,7,N
EKF2_GPS_DELAY,N,0.0,300.0,N,Float,110.0,ms
EKF2_GPS_POS_X,N,N,N,N,Float,0.0,m
EKF2_GPS_POS_Y,N,N,N,N,Float,0.0,m
EKF2_GPS_POS_Z,N,N,N,N,Float,0.0,m
EKF2_GPS_P_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_GPS_P_NOISE,N,0.01,10.0,N,Float,0.5,m
EKF2_GPS_V_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_GPS_V_NOISE,N,0.01,5.0,N,Float,0.3,m/s
EKF2_GPS_YAW_OFF,N,0.0,360.0,N,Float,0.0,deg
EKF2_GRAV_NOISE,N,0.1,10.0,N,Float,1.0,g0
EKF2_GSF_TAS,N,0.0,100.0,N,Float,15.0,m/s
EKF2_GYR_B_LIM,N,0.0,0.4,N,Float,0.15,rad/s
EKF2_GYR_B_NOISE,N,0.0,0.01,N,Float,0.001,rad/s^2
EKF2_GYR_NOISE,N,0.0001,0.1,N,Float,0.015,rad/s
EKF2_HDG_GATE,N,1.0,N,N,Float,2.6,SD
EKF2_HEAD_NOISE,N,0.01,1.0,N,Float,0.3,rad
EKF2_HGT_REF,V,N,N,"['0', '1', '2', '3']",Int32,1,N
EKF2_IMU_CTRL,B,0,7,"['0', '1', '2']",Int32,7,N
EKF2_IMU_POS_X,N,N,N,N,Float,0.0,m
EKF2_IMU_POS_Y,N,N,N,N,Float,0.0,m
EKF2_IMU_POS_Z,N,N,N,N,Float,0.0,m
EKF2_LOG_VERBOSE,V,N,N,"['0', '1']",Int32,1,N
EKF2_MAG_ACCLIM,N,0.0,5.0,N,Float,0.5,m/s^2
EKF2_MAG_B_NOISE,N,0.0,0.1,N,Float,0.0001,gauss/s
EKF2_MAG_CHECK,B,0,7,"['0', '1', '2']",Int32,1,N
EKF2_MAG_CHK_INC,N,0.0,90.0,N,Float,20.0,deg
EKF2_MAG_CHK_STR,N,0.0,1.0,N,Float,0.2,gauss
EKF2_MAG_DECL,N,N,N,N,Float,0.0,deg
EKF2_MAG_DELAY,N,0.0,300.0,N,Float,0.0,ms
EKF2_MAG_E_NOISE,N,0.0,0.1,N,Float,0.001,gauss/s
EKF2_MAG_GATE,N,1.0,N,N,Float,3.0,SD
EKF2_MAG_NOISE,N,0.001,1.0,N,Float,0.05,gauss
EKF2_MAG_TYPE,V,N,N,"['0', '1', '5', '6']",Int32,0,N
EKF2_MCOEF,N,0.0,1.0,N,Float,0.15,1/s
EKF2_MIN_RNG,N,0.01,N,N,Float,0.1,m
EKF2_MULTI_IMU,N,0,4,N,Int32,0,N
EKF2_MULTI_MAG,N,0,4,N,Int32,0,N
EKF2_NOAID_NOISE,N,0.5,50.0,N,Float,10.0,m
EKF2_NOAID_TOUT,N,500000,10000000,N,Int32,5000000,us
EKF2_OF_CTRL,V,N,N,"['0', '1']",Int32,1,N
EKF2_OF_DELAY,N,0.0,300.0,N,Float,20.0,ms
EKF2_OF_GATE,N,1.0,N,N,Float,3.0,SD
EKF2_OF_GYR_SRC,V,N,N,"['0', '1']",Int32,0,N
EKF2_OF_N_MAX,N,0.05,N,N,Float,0.5,rad/s
EKF2_OF_N_MIN,N,0.05,N,N,Float,0.15,rad/s
EKF2_OF_POS_X,N,N,N,N,Float,0.0,m
EKF2_OF_POS_Y,N,N,N,N,Float,0.0,m
EKF2_OF_POS_Z,N,N,N,N,Float,0.0,m
EKF2_OF_QMIN,N,0,255,N,Int32,1,N
EKF2_OF_QMIN_GND,N,0,255,N,Int32,0,N
EKF2_PCOEF_XN,N,-0.5,0.5,N,Float,0.0,N
EKF2_PCOEF_XP,N,-0.5,0.5,N,Float,0.0,N
EKF2_PCOEF_YN,N,-0.5,0.5,N,Float,0.0,N
EKF2_PCOEF_YP,N,-0.5,0.5,N,Float,0.0,N
EKF2_PCOEF_Z,N,-0.5,0.5,N,Float,0.0,N
EKF2_PREDICT_US,N,1000,20000,N,Int32,10000,us
EKF2_REQ_EPH,N,2.0,100.0,N,Float,3.0,m
EKF2_REQ_EPV,N,2.0,100.0,N,Float,5.0,m
EKF2_REQ_GPS_H,N,0.1,N,N,Float,10.0,s
EKF2_REQ_HDRIFT,N,0.1,1.0,N,Float,0.1,m/s
EKF2_REQ_NSATS,N,4,12,N,Int32,6,N
EKF2_REQ_PDOP,N,1.5,5.0,N,Float,2.5,N
EKF2_REQ_SACC,N,0.5,5.0,N,Float,0.5,m/s
EKF2_REQ_VDRIFT,N,0.1,1.5,N,Float,0.2,m/s
EKF2_RNG_A_HMAX,N,1.0,10.0,N,Float,5.0,m
EKF2_RNG_A_IGATE,N,0.1,5.0,N,Float,1.0,SD
EKF2_RNG_A_VMAX,N,0.1,2.0,N,Float,1.0,m/s
EKF2_RNG_CTRL,V,N,N,"['0', '1', '2']",Int32,1,N
EKF2_RNG_DELAY,N,0.0,300.0,N,Float,5.0,ms
EKF2_RNG_FOG,N,0.0,20.0,N,Float,3.0,m
EKF2_RNG_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_RNG_K_GATE,N,0.1,5.0,N,Float,1.0,SD
EKF2_RNG_NOISE,N,0.01,N,N,Float,0.1,m
EKF2_RNG_PITCH,N,-0.75,0.75,N,Float,0.0,rad
EKF2_RNG_POS_X,N,N,N,N,Float,0.0,m
EKF2_RNG_POS_Y,N,N,N,N,Float,0.0,m
EKF2_RNG_POS_Z,N,N,N,N,Float,0.0,m
EKF2_RNG_QLTY_T,N,0.1,5.0,N,Float,1.0,s
EKF2_RNG_SFE,N,0.0,0.2,N,Float,0.05,m/m
EKF2_SEL_ERR_RED,N,N,N,N,Float,0.2,N
EKF2_SEL_IMU_ACC,N,N,N,N,Float,1.0,m/s^2
EKF2_SEL_IMU_ANG,N,N,N,N,Float,15.0,deg
EKF2_SEL_IMU_RAT,N,N,N,N,Float,7.0,deg/s
EKF2_SEL_IMU_VEL,N,N,N,N,Float,2.0,m/s
EKF2_SYNT_MAG_Z,V,N,N,"['0', '1']",Int32,0,N
EKF2_TAS_GATE,N,1.0,N,N,Float,5.0,SD
EKF2_TAU_POS,N,0.1,1.0,N,Float,0.25,s
EKF2_TAU_VEL,N,N,1.0,N,Float,0.25,s
EKF2_TERR_GRAD,N,0.0,N,N,Float,0.5,m/m
EKF2_TERR_NOISE,N,0.5,N,N,Float,5.0,m/s
EKF2_VEL_LIM,N,N,299792458.0,N,Float,100.0,m/s
EKF2_WIND_NSD,N,0.0,1.0,N,Float,0.05,m/s^2/sqrt(Hz)
ESC_BL_VER,N,0,65535,N,Int32,0,N
ESC_FW_VER,N,0,65535,N,Int32,0,N
ESC_HW_VER,N,0,65535,N,Int32,0,N
EV_TSK_RC_LOSS,V,N,N,"['0', '1']",Int32,0,N
EV_TSK_STAT_DIS,V,N,N,"['0', '1']",Int32,0,N
FW_MAN_P_MAX,0.5,0.0,90.0,N,Float,30.0,deg
FW_MAN_R_MAX,0.5,0.0,90.0,N,Float,45.0,deg
FW_MAN_YR_MAX,0.5,0.0,N,N,Float,30.0,deg/s
FW_PSP_OFF,0.5,-90.0,90.0,N,Float,0.0,deg
FW_P_RMAX_NEG,0.5,0.0,180.0,N,Float,60.0,deg/s
FW_P_RMAX_POS,0.5,0.0,180.0,N,Float,60.0,deg/s
FW_P_TC,0.05,0.2,1.0,N,Float,0.4,s
FW_R_RMAX,0.5,0.0,180.0,N,Float,70.0,deg/s
FW_R_TC,0.05,0.2,1.0,N,Float,0.4,s
FW_SPOILERS_LND,0.01,0.0,1.0,N,Float,0.0,norm
FW_WR_FF,0.05,0.0,10.0,N,Float,0.2,%/rad/s
FW_WR_I,0.005,0.0,10.0,N,Float,0.1,%/rad
FW_WR_IMAX,0.05,0.0,1.0,N,Float,0.4,N
FW_WR_P,0.005,0.0,10.0,N,Float,0.5,%/rad/s
FW_W_EN,V,N,N,"['0', '1']",Int32,0,N
FW_W_RMAX,0.5,0.0,90.0,N,Float,30.0,deg/s
FW_Y_RMAX,0.5,0.0,180.0,N,Float,50.0,deg/s
FW_LND_ABORT,B,0,3,"['0', '1']",Int32,3,N
FW_LND_AIRSPD,0.1,-1.0,N,N,Float,-1.0,m/s
FW_LND_ANG,0.5,1.0,15.0,N,Float,5.0,deg
FW_LND_EARLYCFG,V,N,N,"['0', '1']",Int32,0,N
FW_LND_FLALT,0.5,0.0,N,N,Float,0.5,m
FW_LND_FL_PMAX,0.5,0.0,45.0,N,Float,15.0,deg
FW_LND_FL_PMIN,0.5,-5.0,15.0,N,Float,2.5,deg
FW_LND_FL_SINK,0.1,0.0,2.0,N,Float,0.25,m/s
FW_LND_FL_TIME,0.1,0.1,5.0,N,Float,1.0,s
FW_LND_NUDGE,V,0,2,"['0', '1', '2']",Int32,2,N
FW_LND_TD_OFF,1.0,0.0,10.0,N,Float,3.0,m
FW_LND_TD_TIME,0.1,-1.0,5.0,N,Float,-1.0,s
FW_LND_THRTC_SC,0.1,0.2,1.0,N,Float,1.0,
FW_LND_USETER,V,0,2,"['0', '1', '2']",Int32,1,N
FW_WING_HEIGHT,1.0,0.0,N,N,Float,0.5,m
FW_WING_SPAN,0.1,0.1,N,N,Float,3.0,m
FW_LAUN_AC_T,0.05,0.0,5.0,N,Float,0.05,s
FW_LAUN_AC_THLD,0.5,0.0,N,N,Float,30.0,m/s^2
FW_LAUN_DETCN_ON,V,N,N,"['0', '1']",Int32,0,N
FW_LAUN_MOT_DEL,0.5,0.0,10.0,N,Float,0.0,s
NPFG_DAMPING,0.01,0.1,1.0,N,Float,0.7,N
NPFG_EN_MIN_GSP,V,N,N,"['0', '1']",Int32,1,N
NPFG_GSP_MAX_TK,0.5,0.0,10.0,N,Float,5.0,m/s
NPFG_LB_PERIOD,V,N,N,"['0', '1']",Int32,1,N
NPFG_PERIOD,0.1,1.0,100.0,N,Float,10.0,s
NPFG_PERIOD_SF,0.1,1.0,10.0,N,Float,1.5,N
NPFG_ROLL_TC,0.05,0.0,2.0,N,Float,0.5,s
NPFG_SW_DST_MLT,0.01,0.1,1.0,N,Float,0.32,N
NPFG_TRACK_KEEP,V,N,N,"['0', '1']",Int32,1,N
NPFG_UB_PERIOD,V,N,N,"['0', '1']",Int32,1,N
NPFG_WIND_REG,V,N,N,"['0', '1']",Int32,1,N
FW_PN_R_SLEW_MAX,1.0,0.0,N,N,Float,90.0,deg/s
FW_POS_STK_CONF,B,0,3,"['0', '1']",Int32,2,N
FW_R_LIM,0.5,35.0,65.0,N,Float,50.0,deg
FW_TKO_PITCH_MIN,0.5,-5.0,30.0,N,Float,10.0,deg
FW_AIRSPD_MAX,0.5,0.5,N,N,Float,20.0,m/s
FW_AIRSPD_MIN,0.5,0.5,N,N,Float,10.0,m/s
FW_AIRSPD_STALL,0.5,0.5,N,N,Float,7.0,m/s
FW_AIRSPD_TRIM,0.5,0.5,N,N,Float,15.0,m/s
FW_SERVICE_CEIL,1.0,-1.0,N,N,Float,-1.0,m
FW_THR_ASPD_MAX,0.01,0.0,1.0,N,Float,0.0,N
FW_THR_ASPD_MIN,0.01,0.0,1.0,N,Float,0.0,N
FW_THR_TRIM,0.01,0.0,1.0,N,Float,0.6,norm
FW_T_CLMB_MAX,0.5,1.0,15.0,N,Float,5.0,m/s
FW_T_SINK_MIN,0.5,1.0,5.0,N,Float,2.0,m/s
WEIGHT_BASE,0.5,N,N,N,Float,-1.0,kg
WEIGHT_GROSS,0.1,N,N,N,Float,-1.0,kg
FW_ACRO_X_MAX,N,10.0,720.0,N,Float,90.0,deg
FW_ACRO_YAW_EN,V,N,N,"['0', '1']",Int32,0,N
FW_ACRO_Y_MAX,N,10.0,720.0,N,Float,90.0,deg
FW_ACRO_Z_MAX,N,10.0,720.0,N,Float,45.0,deg
FW_ARSP_SCALE_EN,V,N,N,"['0', '1']",Int32,1,N
FW_BAT_SCALE_EN,V,N,N,"['0', '1']",Int32,0,N
FW_DTRIM_P_VMAX,0.01,-0.5,0.5,N,Float,0.0,N
FW_DTRIM_P_VMIN,0.01,-0.5,0.5,N,Float,0.0,N
FW_DTRIM_R_VMAX,0.01,-0.5,0.5,N,Float,0.0,N
FW_DTRIM_R_VMIN,0.01,-0.5,0.5,N,Float,0.0,N
FW_DTRIM_Y_VMAX,0.01,-0.5,0.5,N,Float,0.0,N
FW_DTRIM_Y_VMIN,0.01,-0.5,0.5,N,Float,0.0,N
FW_FLAPS_LND_SCL,0.01,0.0,1.0,N,Float,1.0,norm
FW_FLAPS_TO_SCL,0.01,0.0,1.0,N,Float,0.0,norm
FW_MAN_P_SC,0.01,0.0,N,N,Float,1.0,norm
FW_MAN_R_SC,0.01,0.0,1.0,N,Float,1.0,norm
FW_MAN_Y_SC,0.01,0.0,N,N,Float,1.0,norm
FW_PR_D,0.005,0.0,10.0,N,Float,0.0,%/rad/s
FW_PR_FF,0.05,0.0,10.0,N,Float,0.5,%/rad/s
FW_PR_I,0.005,0.0,10.0,N,Float,0.1,%/rad
FW_PR_IMAX,0.05,0.0,1.0,N,Float,0.4,N
FW_PR_P,0.005,0.0,10.0,N,Float,0.08,%/rad/s
FW_RLL_TO_YAW_FF,0.01,0.0,N,N,Float,0.0,N
FW_RR_D,0.005,0.0,10.0,N,Float,0.0,%/rad/s
FW_RR_FF,0.05,0.0,10.0,N,Float,0.5,%/rad/s
FW_RR_I,0.01,0.0,10.0,N,Float,0.1,%/rad
FW_RR_IMAX,0.05,0.0,1.0,N,Float,0.2,N
FW_RR_P,0.005,0.0,10.0,N,Float,0.05,%/rad/s
FW_SPOILERS_MAN,V,N,N,"['0', '1', '2']",Int32,0,N
FW_USE_AIRSPD,V,N,N,"['0', '1']",Int32,1,N
FW_YR_D,0.005,0.0,10.0,N,Float,0.0,%/rad/s
FW_YR_FF,0.05,0.0,10.0,N,Float,0.3,%/rad/s
FW_YR_I,0.5,0.0,10.0,N,Float,0.1,%/rad
FW_YR_IMAX,0.05,0.0,1.0,N,Float,0.2,N
FW_YR_P,0.005,0.0,10.0,N,Float,0.05,%/rad/s
FW_GND_SPD_MIN,0.5,0.0,40.0,N,Float,5.0,m/s
FW_P_LIM_MAX,0.5,0.0,60.0,N,Float,30.0,deg
FW_P_LIM_MIN,0.5,-60.0,0.0,N,Float,-30.0,deg
FW_THR_IDLE,0.01,0.0,0.4,N,Float,0.0,norm
FW_THR_MAX,0.01,0.0,1.0,N,Float,1.0,norm
FW_THR_MIN,0.01,0.0,1.0,N,Float,0.0,norm
FW_THR_SLEW_MAX,0.01,0.0,1.0,N,Float,0.0,N
FW_TKO_AIRSPD,0.1,-1.0,N,N,Float,-1.0,m/s
FW_T_ALT_TC,0.5,2.0,N,N,Float,5.0,N
FW_T_CLMB_R_SP,0.01,0.5,15.0,N,Float,3.0,m/s
FW_T_F_ALT_ERR,N,-1.0,N,N,Float,-1.0,N
FW_T_HRATE_FF,0.05,0.0,1.0,N,Float,0.3,N
FW_T_I_GAIN_PIT,0.05,0.0,2.0,N,Float,0.1,N
FW_T_PTCH_DAMP,0.1,0.0,2.0,N,Float,0.1,N
FW_T_RLL2THR,0.5,0.0,20.0,N,Float,15.0,N
FW_T_SEB_R_FF,0.01,0.5,3.0,N,Float,1.0,N
FW_T_SINK_MAX,0.5,1.0,15.0,N,Float,5.0,m/s
